user_crm_id,Frequency,Monetary,F_Score,M_Score,Tally
5013242,2,29.98,2,2,4
5013264,1,37.13,1,2,3
5013283,1,45,1,2,3
5013369,1,26.5,1,2,3
5013411,1,9.99,1,1,2
5013461,2,74.99,2,3,5
5013464,1,17.5,1,1,2
5013477,1,25,1,2,3
5013492,1,12.99,1,1,2
5013535,1,30,1,2,3
5013543,1,40.38,1,2,3
5013568,1,24.7,1,1,2
5013618,3,39.98,2,2,4
5013667,2,33.48,2,2,4
5013676,1,90,1,3,4
5013697,1,27.49,1,2,3
5013709,1,15,1,1,2
5013729,6,208.47,2,3,5
5013731,1,67.5,1,3,4
5013762,1,15,1,1,2
5013833,1,36,1,2,3
5013843,1,29.99,1,2,3
5013845,2,73,2,3,5
5013901,2,67.99,2,3,5
5013923,1,54,1,3,4
5013970,1,17,1,1,2
5014016,1,39,1,2,3
5014118,1,50,1,2,3
5014173,1,39,1,2,3
5014238,1,20,1,1,2
5014318,1,15.49,1,1,2
5014372,1,24.99,1,1,2
5014381,2,89,2,3,5
5014411,1,10.49,1,1,2
5014442,3,39.98,2,2,4
5014503,1,40,1,2,3
5014506,1,70,1,3,4
5014524,1,20,1,1,2
5014591,1,35,1,2,3
5014603,1,30,1,2,3
5014684,1,11.99,1,1,2
5014696,1,15,1,1,2
5014729,1,19.99,1,1,2
5014732,1,8.99,1,1,2
5014739,1,9.49,1,1,2
5014761,2,71.98,2,3,5
5014819,1,10.99,1,1,2
5014832,1,25,1,2,3
5014835,1,15,1,1,2
5014853,1,45,1,2,3
5014892,2,44.99,2,2,4
5014932,3,39.98,2,2,4
5014942,1,9.99,1,1,2
5014975,1,24,1,1,2
5015080,2,33.48,2,2,4
5015090,5,207.5,2,3,5
5015092,1,34.99,1,2,3
5015136,1,85,1,3,4
5015145,1,45,1,2,3
5015152,2,37.98,2,2,4
5015186,1,46.33,1,2,3
5015248,1,20,1,1,2
5015412,1,24.99,1,2,3
5015468,1,81,1,3,4
5015485,4,187.5,2,3,5
5015560,1,24.99,1,1,2
5015590,1,50,1,2,3
5015613,2,125,2,3,5
5015630,1,7.49,1,1,2
5015642,3,76.99,2,3,5
5015656,1,72,1,3,4
5015681,1,17.5,1,1,2
5015728,1,25,1,2,3
5015749,1,22.5,1,1,2
5015761,1,75,1,3,4
5015804,1,25,1,2,3
5015806,1,160,1,3,4
5015809,1,67.5,1,3,4
5015851,1,110.5,1,3,4
5015871,2,51.9,2,3,5
5015889,2,56.75,2,3,5
5015903,1,20,1,1,2
5015920,1,30,1,2,3
5015933,1,20,1,1,2
5015941,1,54,1,3,4
5015981,1,20,1,1,2
5015991,2,73.7,2,3,5
5016017,2,205.5,2,3,5
5016034,2,17.18,2,1,3
5016114,2,85,2,3,5
5016122,2,173,2,3,5
5016134,1,27.5,1,2,3
5016138,1,45,1,2,3
5016154,1,19.99,1,1,2
5016199,1,80,1,3,4
5016217,1,16.99,1,1,2
5016220,1,7.99,1,1,2
5016251,2,58.25,2,3,5
5016344,2,39.98,2,2,4
5016353,1,75,1,3,4
5016356,7,574.48,2,3,5
5016395,1,36,1,2,3
5016444,1,10.99,1,1,2
5016449,2,57.49,2,3,5
5016480,1,90,1,3,4
5016566,1,8.99,1,1,2
5016729,3,90.99,2,3,5
5016758,1,24.99,1,1,2
5016767,1,31.24,1,2,3
5016772,1,65,1,3,4
5016797,2,139.25,2,3,5
5016827,1,139.5,1,3,4
5016889,1,99,1,3,4
5017039,2,140,2,3,5
5017058,1,280,1,3,4
5017118,1,25,1,2,3
5017134,1,22.5,1,1,2
5017166,1,23.99,1,1,2
5017183,1,8.99,1,1,2
5017192,2,36.5,2,2,4
5017206,3,78.5,2,3,5
5017217,1,160,1,3,4
5017275,2,73.99,2,3,5
5017277,1,58.5,1,3,4
5017301,1,87.5,1,3,4
5017364,2,36.5,2,2,4
5017372,2,62.25,2,3,5
5017377,2,64,2,3,5
5017426,1,54,1,3,4
5017434,5,297.74,2,3,5
5017477,1,395,1,3,4
5017549,1,6.55,1,1,2
5017603,1,11.99,1,1,2
5017615,1,11.99,1,1,2
5017636,2,141.5,2,3,5
5017679,1,20,1,1,2
5017686,1,70,1,3,4
5017693,2,44.99,2,2,4
5017701,1,36.13,1,2,3
5017728,2,145,2,3,5
5017765,2,12.99,2,1,3
5017769,1,30,1,2,3
5017877,1,37.49,1,2,3
5017914,2,68,2,3,5
5017915,1,19.99,1,1,2
5017936,4,90.48,2,3,5
5017943,1,7.99,1,1,2
5017956,1,40.5,1,2,3
5017960,1,18,1,1,2
5017968,1,24.99,1,1,2
5017981,5,111.71,2,3,5
5017985,1,19.99,1,1,2
5018047,1,5.99,1,1,2
5018054,1,72,1,3,4
5018162,1,60,1,3,4
5018172,1,75,1,3,4
5018227,1,57.38,1,3,4
5018229,1,50,1,3,4
5018239,1,29.99,1,2,3
5018247,1,63,1,3,4
5018264,1,5.99,1,1,2
5018276,1,35,1,2,3
5018339,1,21,1,1,2
5018356,1,32.49,1,2,3
5018387,3,204.99,2,3,5
5018397,1,85,1,3,4
5018400,1,8.99,1,1,2
5018412,1,25,1,2,3
5018413,1,166.5,1,3,4
5018459,4,35.96,2,2,4
5018541,1,20,1,1,2
5018673,1,19.5,1,1,2
5018695,6,201.38,2,3,5
5018708,1,105,1,3,4
5018742,1,34.99,1,2,3
5018770,1,21.5,1,1,2
5018774,1,24.99,1,2,3
5018777,1,24.99,1,2,3
5018788,1,30,1,2,3
5018808,1,50,1,3,4
5018827,1,9.99,1,1,2
5018849,3,38.99,2,2,4
5018853,1,240,1,3,4
5018865,1,65,1,3,4
5018883,1,7.99,1,1,2
5018888,1,29.75,1,2,3
5018936,1,45,1,2,3
5018953,2,56.99,2,3,5
5018964,1,9.99,1,1,2
5018967,1,35,1,2,3
5018988,1,85,1,3,4
5019007,1,38.25,1,2,3
5019037,1,8.99,1,1,2
5019065,1,60,1,3,4
5019109,1,455,1,3,4
5019110,1,20,1,1,2
5019130,1,20,1,1,2
5019135,1,7.99,1,1,2
5019151,1,30,1,2,3
5019164,1,45,1,2,3
5019195,1,24.99,1,1,2
5019203,1,85,1,3,4
5019234,1,24.99,1,1,2
5019298,1,25,1,2,3
5019337,1,32.5,1,2,3
5019388,9,341.19,2,3,5
5019457,1,42.5,1,2,3
5019471,1,160,1,3,4
5019516,1,19.55,1,1,2
5019629,1,30,1,2,3
5019637,2,53.99,2,3,5
5019713,1,45,1,2,3
5019812,3,115.5,2,3,5
5019841,1,67.5,1,3,4
5019860,2,60,2,3,5
5019909,1,7.99,1,1,2
5019955,1,30.6,1,2,3
5019983,2,104.99,2,3,5
5019988,1,15,1,1,2
5019997,1,40.5,1,2,3
5020001,1,85.5,1,3,4
5020019,1,45,1,2,3
5020077,1,80,1,3,4
5020092,1,14.99,1,1,2
5020195,2,170,2,3,5
5020223,1,15,1,1,2
5020329,1,14.99,1,1,2
5020392,1,30,1,2,3
5020398,2,40.5,2,2,4
5020403,1,26,1,2,3
5020435,1,19.99,1,1,2
5020514,1,7.99,1,1,2
5020562,1,155,1,3,4
5020574,1,45,1,2,3
5020588,1,55,1,3,4
5020597,2,64.99,2,3,5
5020655,1,25,1,2,3
5020686,1,75,1,3,4
5020725,1,14.99,1,1,2
5020746,1,23.75,1,1,2
5020764,1,35,1,2,3
5020814,1,30,1,2,3
5020840,1,24.99,1,1,2
5020877,3,199.5,2,3,5
5020940,1,20,1,1,2
5021050,1,30,1,2,3
5021052,1,12.99,1,1,2
5021113,1,77.5,1,3,4
5021115,1,35,1,2,3
5021124,1,90,1,3,4
5021202,1,9.99,1,1,2
5021215,2,46.24,2,2,4
5021241,1,15,1,1,2
5021249,1,9,1,1,2
5021254,2,205,2,3,5
5021255,1,45,1,2,3
5021256,1,17.5,1,1,2
5021287,1,32.49,1,2,3
5021298,1,45,1,2,3
5021349,1,18,1,1,2
5021428,2,13.98,2,1,3
5021441,1,60,1,3,4
5021446,1,40,1,2,3
5021467,1,23.75,1,1,2
5021479,1,30,1,2,3
5021496,2,70,2,3,5
5021502,2,58.99,2,3,5
5021546,2,139.75,2,3,5
5021547,2,94.99,2,3,5
5021574,1,25,1,2,3
5021643,1,36,1,2,3
5021656,1,6.99,1,1,2
5021685,1,255,1,3,4
5021690,1,25,1,2,3
5021696,1,105,1,3,4
5021699,3,154,2,3,5
5021723,1,29.99,1,2,3
5021725,2,13.98,2,1,3
5021754,1,75,1,3,4
5021799,1,46.75,1,2,3
5021807,1,7.99,1,1,2
5021942,1,45,1,2,3
5021951,1,14.99,1,1,2
5021963,1,20,1,1,2
5021967,1,24.99,1,1,2
5021971,2,15.98,2,1,3
5021986,1,25,1,2,3
5022001,1,30,1,2,3
5022084,1,50,1,2,3
5022124,1,27.49,1,2,3
5022152,1,24.99,1,1,2
5022179,1,10.49,1,1,2
5022217,1,10.99,1,1,2
5022237,3,24.97,2,1,3
5022256,1,9.49,1,1,2
5022277,2,46.5,2,2,4
5022280,1,45,1,2,3
5022287,1,9.99,1,1,2
5022332,1,14.49,1,1,2
5022342,1,14.24,1,1,2
5022367,1,7.99,1,1,2
5022374,1,45,1,2,3
5022389,3,122.13,2,3,5
5022418,1,130,1,3,4
5022434,3,237.6,2,3,5
5022467,1,19,1,1,2
5022472,1,4.99,1,1,2
5022503,1,50,1,2,3
5022515,3,83.49,2,3,5
5022615,2,29.98,2,2,4
5022618,1,20,1,1,2
5022634,3,66,2,3,5
5022683,3,91.48,2,3,5
5022690,1,35.99,1,2,3
5022719,1,25,1,2,3
5022723,1,10.99,1,1,2
5022805,2,114.99,2,3,5
5022825,1,110,1,3,4
5022827,1,75,1,3,4
5022853,1,40,1,2,3
5022879,2,30.98,2,2,4
5022897,1,12.99,1,1,2
5022929,1,12.99,1,1,2
5022932,1,29.99,1,2,3
5022935,2,34.48,2,2,4
5022953,2,124.24,2,3,5
5022955,1,8.99,1,1,2
5022981,1,15,1,1,2
5023042,2,167,2,3,5
5023064,2,31.99,2,2,4
5023078,1,10.25,1,1,2
5023119,2,75.99,2,3,5
5023160,1,25,1,2,3
5023190,2,14.48,2,1,3
5023228,2,88,2,3,5
5023230,1,25,1,2,3
5023247,1,69,1,3,4
5023249,2,194.5,2,3,5
5023255,1,40,1,2,3
5023261,1,24.99,1,1,2
5023262,1,13.99,1,1,2
5023336,2,59.99,2,3,5
5023366,2,37.99,2,2,4
5023369,5,193.37,2,3,5
5023371,1,80,1,3,4
5023384,2,37.69,2,2,4
5023398,2,95,2,3,5
5023446,1,24.99,1,1,2
5023542,1,26.78,1,2,3
5023610,1,29.75,1,2,3
5023624,1,105,1,3,4
5023743,1,22.5,1,1,2
5023807,1,10.99,1,1,2
5023816,3,80,2,3,5
5023860,1,7.99,1,1,2
5023871,1,20.5,1,1,2
5023919,1,15,1,1,2
5023943,1,22.5,1,1,2
5023993,1,14.99,1,1,2
5023998,1,24.99,1,2,3
5024007,1,65,1,3,4
5024034,1,50,1,2,3
5024073,2,110,2,3,5
5024076,2,96.49,2,3,5
5024077,1,25.99,1,2,3
5024081,2,64.99,2,3,5
5024091,1,14.99,1,1,2
5024104,2,29.24,2,2,4
5024126,2,63,2,3,5
5024148,1,20,1,1,2
5024168,1,65,1,3,4
5024173,1,42.5,1,2,3
5024293,1,105,1,3,4
5024360,1,66,1,3,4
5024401,1,37,1,2,3
5024417,3,150.98,2,3,5
5024441,1,65,1,3,4
5024455,1,45,1,2,3
5024528,1,3,1,1,2
5024533,3,82.49,2,3,5
5024590,1,8.49,1,1,2
5024604,1,4.99,1,1,2
5024621,1,54,1,3,4
5024637,1,87.5,1,3,4
5024657,1,21.38,1,1,2
5024692,1,55,1,3,4
5024709,1,22.49,1,1,2
5024712,1,50,1,3,4
5024722,1,90,1,3,4
5024831,1,85,1,3,4
5024837,1,40,1,2,3
5024844,1,30,1,2,3
5024910,1,45,1,2,3
5024922,1,90,1,3,4
5024923,1,65,1,3,4
5024934,1,14.49,1,1,2
5024970,1,27.5,1,2,3
5025021,1,80,1,3,4
5025043,2,57.5,2,3,5
5025058,1,81,1,3,4
5025118,3,104.99,2,3,5
5025192,2,87,2,3,5
5025206,1,20,1,1,2
5025270,1,75,1,3,4
5025291,1,70,1,3,4
5025311,1,30,1,2,3
5025326,3,95.98,2,3,5
5025355,2,59.49,2,3,5
5025389,1,10.49,1,1,2
5025522,1,6.59,1,1,2
5025553,2,50,2,3,5
5025559,1,13.99,1,1,2
5025715,2,190,2,3,5
5025730,2,23.98,2,1,3
5025799,1,80,1,3,4
5025805,1,45,1,2,3
5025818,1,15,1,1,2
5025847,1,37.49,1,2,3
5025883,1,165,1,3,4
5025959,1,11.99,1,1,2
5026025,6,81.95,2,3,5
5026029,1,29,1,2,3
5026045,1,72.5,1,3,4
5026068,1,25,1,2,3
5026088,2,44.99,2,2,4
5026093,1,75,1,3,4
5026109,1,54,1,3,4
5026127,3,50.98,2,3,5
5026180,1,70,1,3,4
5026183,1,10.49,1,1,2
5026187,2,60,2,3,5
5026202,1,24.99,1,1,2
5026294,3,228.49,2,3,5
5026333,1,105,1,3,4
5026436,9,238.27,2,3,5
5026455,1,29.99,1,2,3
5026661,2,79.24,2,3,5
5026704,1,25,1,2,3
5026800,1,155,1,3,4
5026801,3,95.99,2,3,5
5026805,1,25,1,2,3
5026813,1,8.99,1,1,2
5026845,1,11.99,1,1,2
5026849,1,55,1,3,4
5026862,1,7.49,1,1,2
5026867,11,680.98,3,3,6
5026900,1,36.13,1,2,3
5026935,1,15,1,1,2
5026980,1,35,1,2,3
5027014,1,56,1,3,4
5027083,1,19.99,1,1,2
5027121,1,24.99,1,1,2
5027124,1,24,1,1,2
5027171,1,38.25,1,2,3
5027313,3,137.5,2,3,5
5027362,1,19.99,1,1,2
5027438,1,45,1,2,3
5027473,1,8.99,1,1,2
5027509,1,67.5,1,3,4
5027530,2,170,2,3,5
5027533,1,67.5,1,3,4
5027547,1,19.75,1,1,2
5027573,1,5.99,1,1,2
5027584,1,45,1,2,3
5027679,1,119.25,1,3,4
5027728,1,49.5,1,2,3
5027734,2,123.5,2,3,5
5027762,1,14.99,1,1,2
5027776,1,30.5,1,2,3
5027782,2,89,2,3,5
5027787,1,65,1,3,4
5027795,1,17.49,1,1,2
5027797,2,29.98,2,2,4
5027798,1,85,1,3,4
5027822,1,11.99,1,1,2
5027831,2,97.49,2,3,5
5027838,1,45,1,2,3
5027841,1,10.99,1,1,2
5027876,1,40,1,2,3
5027954,2,69.75,2,3,5
5028032,1,25.2,1,2,3
5028048,1,23,1,1,2
5028064,1,63,1,3,4
5028080,2,41.14,2,2,4
5028113,1,30.5,1,2,3
5028141,1,25,1,2,3
5028147,1,15,1,1,2
5028209,3,155,2,3,5
5028252,1,48.88,1,2,3
5028284,1,15,1,1,2
5028287,1,145,1,3,4
5028311,1,32.3,1,2,3
5028317,1,10.49,1,1,2
5028347,2,164.33,2,3,5
5028355,1,19.99,1,1,2
5028398,2,41.99,2,2,4
5028409,1,5,1,1,2
5028426,2,68.24,2,3,5
5028429,1,11.99,1,1,2
5028433,1,36,1,2,3
5028440,1,109.25,1,3,4
5028451,1,16,1,1,2
5028465,1,55,1,3,4
5028491,1,10.99,1,1,2
5028514,1,120,1,3,4
5028534,1,21,1,1,2
5028641,1,35,1,2,3
5028675,1,15,1,1,2
5028714,2,97.5,2,3,5
5028736,1,13.99,1,1,2
5028762,1,30,1,2,3
5028771,1,19.99,1,1,2
5028907,1,14.99,1,1,2
5028916,1,22.5,1,1,2
5028940,1,26.5,1,2,3
5028960,1,11.99,1,1,2
5029016,1,153,1,3,4
5029077,1,50,1,2,3
5029084,1,10.49,1,1,2
5029197,1,13.54,1,1,2
5029234,2,82.5,2,3,5
5029265,2,55,2,3,5
5029275,1,45,1,2,3
5029372,1,140,1,3,4
5029389,1,34,1,2,3
5029440,1,170,1,3,4
5029455,2,45.49,2,2,4
5029524,1,9.99,1,1,2
5029548,1,17.5,1,1,2
5029608,1,5.49,1,1,2
5029620,3,79.99,2,3,5
5029627,1,30,1,2,3
5029664,1,240,1,3,4
5029718,2,20.98,2,1,3
5029867,1,34.99,1,2,3
5029877,3,305.5,2,3,5
5029883,1,27.2,1,2,3
5029915,10,572.99,3,3,6
5029934,1,25,1,2,3
5029966,1,17.5,1,1,2
5029973,2,30.99,2,2,4
5030027,2,60.24,2,3,5
5030080,2,32.49,2,2,4
5030171,1,24.99,1,1,2
5030227,1,124,1,3,4
5030237,1,21.99,1,1,2
5030261,1,30.5,1,2,3
5030314,1,110,1,3,4
5030355,1,280,1,3,4
5030370,1,65,1,3,4
5030374,1,19.99,1,1,2
5030397,1,5,1,1,2
5030399,1,10.49,1,1,2
5030421,1,100,1,3,4
5030522,1,60,1,3,4
5030532,1,25,1,2,3
5030535,1,355,1,3,4
5030568,1,80,1,3,4
5030581,1,19.99,1,1,2
5030617,5,131.97,2,3,5
5030625,1,49.5,1,2,3
5030647,3,52.99,2,3,5
5030666,1,6.99,1,1,2
5030669,1,50,1,2,3
5030754,5,122.35,2,3,5
5030758,1,34,1,2,3
5030760,2,161,2,3,5
5030798,1,75,1,3,4
5030800,2,49.37,2,2,4
5030810,1,24,1,1,2
5030811,1,63,1,3,4
5030877,1,15,1,1,2
5030974,1,25,1,2,3
5031020,2,109.5,2,3,5
5031041,1,353.25,1,3,4
5031096,1,165,1,3,4
5031117,1,30,1,2,3
5031166,1,72.5,1,3,4
5031172,6,259.5,2,3,5
5031213,1,25,1,2,3
5031326,1,32.5,1,2,3
5031330,1,45,1,2,3
5031390,1,40,1,2,3
5031408,1,165,1,3,4
5031499,1,240,1,3,4
5031512,1,31,1,2,3
5031607,2,54.99,2,3,5
5031644,1,26.99,1,2,3
5031658,1,37.44,1,2,3
5031669,1,155,1,3,4
5031698,3,94.5,2,3,5
5031717,2,26.49,2,2,4
5031756,1,12.99,1,1,2
5031764,1,23.5,1,1,2
5031843,1,55,1,3,4
5032008,1,60.5,1,3,4
5032019,1,30,1,2,3
5032095,1,58.5,1,3,4
5032097,1,6.99,1,1,2
5032103,2,28.49,2,2,4
5032154,1,30,1,2,3
5032162,1,8.49,1,1,2
5032175,2,55.5,2,3,5
5032187,1,75,1,3,4
5032212,3,159,2,3,5
5032216,1,15,1,1,2
5032217,3,113.3,2,3,5
5032235,1,30,1,2,3
5032278,2,50,2,3,5
5032338,1,16.99,1,1,2
5032414,3,930,2,3,5
5032437,2,129,2,3,5
5032486,2,103.5,2,3,5
5032517,1,22,1,1,2
5032580,2,52.03,2,3,5
5032599,1,38.25,1,2,3
5032690,1,37,1,2,3
5032713,1,14.99,1,1,2
5032747,1,30,1,2,3
5032813,1,36.13,1,2,3
5032843,2,47.49,2,2,4
5032883,1,14.99,1,1,2
5032930,1,32.5,1,2,3
5032991,1,145,1,3,4
5033010,1,27.63,1,2,3
5033018,1,72,1,3,4
5033102,1,25.5,1,2,3
5033114,2,16.98,2,1,3
5033122,1,9.99,1,1,2
5033124,1,26,1,2,3
5033153,1,20,1,1,2
5033176,1,10.49,1,1,2
5033187,2,50,2,2,4
5033193,1,15,1,1,2
5033248,1,30,1,2,3
5033251,1,94.5,1,3,4
5033264,3,90.24,2,3,5
5033268,1,8.99,1,1,2
5033291,1,12.49,1,1,2
5033314,1,37.4,1,2,3
5033417,1,50,1,2,3
5033470,1,11.49,1,1,2
5033494,1,32,1,2,3
5033499,1,45,1,2,3
5033537,1,95,1,3,4
5033547,1,19.99,1,1,2
5033573,2,75,2,3,5
5033578,1,24.99,1,1,2
5033619,1,29.99,1,2,3
5033691,1,7.99,1,1,2
5033693,3,203.39,2,3,5
5033720,2,41.99,2,2,4
5033819,1,85,1,3,4
5033840,1,20.99,1,1,2
5033845,2,59,2,3,5
5033904,1,65,1,3,4
5033984,2,55,2,3,5
5034074,1,25,1,2,3
5034094,2,105,2,3,5
5034110,1,5.49,1,1,2
5034224,1,23.74,1,1,2
5034264,1,105,1,3,4
5034335,1,31.45,1,2,3
5034338,1,31.99,1,2,3
5034362,2,61.99,2,3,5
5034378,2,26.99,2,2,4
5034383,3,40.98,2,2,4
5034388,1,65,1,3,4
5034467,1,15,1,1,2
5034469,1,8.99,1,1,2
5034509,3,385.5,2,3,5
5034534,1,35,1,2,3
5034538,1,38.25,1,2,3
5034555,1,15.5,1,1,2
5034562,2,17.98,2,1,3
5034679,1,50,1,3,4
5034713,1,25,1,2,3
5034750,2,101.99,2,3,5
5034753,1,24.99,1,1,2
5034791,1,145,1,3,4
5034813,1,72,1,3,4
5034825,1,9.49,1,1,2
5034923,7,313.98,2,3,5
5034951,3,64.49,2,3,5
5034961,1,14.99,1,1,2
5035035,1,24,1,1,2
5035045,1,27.49,1,2,3
5035117,1,67.5,1,3,4
5035162,1,11.99,1,1,2
5035220,1,18,1,1,2
5035240,1,34,1,2,3
5035245,1,55,1,3,4
5035254,1,30,1,2,3
5035260,3,35.98,2,2,4
5035287,1,16.99,1,1,2
5035325,2,28.5,2,2,4
5035374,3,122.75,2,3,5
5035391,1,12.49,1,1,2
5035398,4,122.48,2,3,5
5035429,1,38.5,1,2,3
5035463,1,44,1,2,3
5035464,1,34,1,2,3
5035543,1,22.49,1,1,2
5035558,1,95,1,3,4
5035574,1,30,1,2,3
5035598,1,22.5,1,1,2
5035690,3,77.49,2,3,5
5035744,1,15.49,1,1,2
5035806,2,78.49,2,3,5
5035839,2,38.49,2,2,4
5035841,3,172.5,2,3,5
5035856,1,65,1,3,4
5035859,1,140,1,3,4
5035918,2,36.49,2,2,4
5035992,1,19.99,1,1,2
5036006,3,47.98,2,2,4
5036055,5,190,2,3,5
5036115,3,82.38,2,3,5
5036134,1,25,1,2,3
5036200,2,52.98,2,3,5
5036216,1,29.99,1,2,3
5036225,1,75,1,3,4
5036228,1,25,1,2,3
5036240,1,50.5,1,3,4
5036256,3,124.99,2,3,5
5036261,1,110,1,3,4
5036291,1,80,1,3,4
5036306,1,65,1,3,4
5036379,2,40,2,2,4
5036451,2,146.5,2,3,5
5036458,1,14.99,1,1,2
5036481,1,50.4,1,3,4
5036511,1,47.5,1,2,3
5036512,1,37.8,1,2,3
5036530,1,11.99,1,1,2
5036534,1,10.99,1,1,2
5036544,1,11.99,1,1,2
5036572,1,15,1,1,2
5036665,1,105,1,3,4
5036730,1,6,1,1,2
5036776,1,19.99,1,1,2
5036802,1,35,1,2,3
5036833,1,10.99,1,1,2
5036841,1,127,1,3,4
5036845,1,40,1,2,3
5036846,1,30.25,1,2,3
5036918,2,96,2,3,5
5037131,1,10.99,1,1,2
5037180,1,48.88,1,2,3
5037188,1,60,1,3,4
5037226,1,20,1,1,2
5037291,1,21.25,1,1,2
5037337,2,42.99,2,2,4
5037346,1,19.99,1,1,2
5037404,1,42.5,1,2,3
5037463,1,72,1,3,4
5037468,2,45.49,2,2,4
5037470,1,24.99,1,1,2
5038482,1,20,1,1,2
5038483,2,93.24,2,3,5
5038490,1,12.99,1,1,2
5038502,3,470,2,3,5
5038542,2,64.99,2,3,5
5038566,1,21.5,1,1,2
5038660,1,50,1,3,4
5038715,1,35,1,2,3
5038821,1,75,1,3,4
5038847,1,85,1,3,4
5038889,1,15,1,1,2
5038891,1,20,1,1,2
5038934,1,12.99,1,1,2
5038974,5,61.45,2,3,5
5038986,1,17.5,1,1,2
5038990,1,6.74,1,1,2
5039019,1,15,1,1,2
5039067,1,43,1,2,3
5039150,1,12.99,1,1,2
5039159,1,10.99,1,1,2
5039191,2,34.23,2,2,4
5039192,1,16,1,1,2
5039234,3,68.75,2,3,5
5039274,1,45,1,2,3
5039290,1,30,1,2,3
5039310,1,50,1,2,3
5039323,4,625.5,2,3,5
5039369,1,15,1,1,2
5039379,1,15,1,1,2
5039390,1,45,1,2,3
5039415,1,14.49,1,1,2
5039442,1,27.49,1,2,3
5039449,1,45,1,2,3
5039479,1,7.99,1,1,2
5039509,1,112,1,3,4
5039526,1,16.99,1,1,2
5039531,1,35,1,2,3
5039553,2,75,2,3,5
5039633,1,10.99,1,1,2
5039673,1,19.99,1,1,2
5039678,1,17,1,1,2
5039701,2,67.5,2,3,5
5039709,1,25,1,2,3
5039741,1,29.75,1,2,3
5039758,1,11.99,1,1,2
5039788,3,110.48,2,3,5
5039820,7,161.37,2,3,5
5039842,1,30,1,2,3
5039844,3,97.25,2,3,5
5039913,1,20,1,1,2
5039925,2,35.24,2,2,4
5039937,1,25,1,2,3
5039980,1,29.99,1,2,3
5039994,1,12.99,1,1,2
5040006,2,51.5,2,3,5
5040031,2,53,2,3,5
5040036,1,27,1,2,3
5040059,1,27.5,1,2,3
5040077,1,20,1,1,2
5040116,1,40,1,2,3
5040127,2,27.98,2,2,4
5040128,1,63,1,3,4
5040173,1,8.99,1,1,2
5040200,1,11.99,1,1,2
5040211,1,20,1,1,2
5040381,2,21.98,2,1,3
5040405,1,15,1,1,2
5040413,1,20,1,1,2
5040417,1,10.99,1,1,2
5040435,2,131,2,3,5
5040456,1,15,1,1,2
5040483,1,60,1,3,4
5040500,1,34,1,2,3
5040518,2,80.25,2,3,5
5040578,1,30.5,1,2,3
5040607,1,22.5,1,1,2
5040613,1,55,1,3,4
5040674,1,20,1,1,2
5040705,2,265,2,3,5
5040731,6,186.28,2,3,5
5040812,1,34.99,1,2,3
5040845,1,35,1,2,3
5040880,1,41.5,1,2,3
5040885,4,356.5,2,3,5
5040886,1,15,1,1,2
5040930,1,36,1,2,3
5040935,1,15,1,1,2
5040966,2,87.99,2,3,5
5040971,1,7.49,1,1,2
5041032,1,40,1,2,3
5041051,1,67.5,1,3,4
5041058,3,28.97,2,2,4
5041068,1,8.99,1,1,2
5041090,1,35,1,2,3
5041181,2,124,2,3,5
5041234,1,38,1,2,3
5041245,1,15,1,1,2
5041247,2,72.5,2,3,5
5041265,1,23.5,1,1,2
5041352,2,49,2,2,4
5041445,1,68.85,1,3,4
5041449,1,61.63,1,3,4
5041477,1,15,1,1,2
5041507,1,8.69,1,1,2
5041511,1,24.99,1,2,3
5041534,1,25,1,2,3
5041553,1,9.99,1,1,2
5041590,2,53.99,2,3,5
5041635,1,40,1,2,3
5041691,1,15,1,1,2
5041692,3,105.49,2,3,5
5041706,1,11.99,1,1,2
5041717,1,105,1,3,4
5041738,1,19.99,1,1,2
5041742,1,8.99,1,1,2
5041755,1,11.99,1,1,2
5041804,1,115,1,3,4
5041844,1,60,1,3,4
5041868,1,45,1,2,3
5041940,2,57.49,2,3,5
5041942,1,55,1,3,4
5041949,1,11.99,1,1,2
5042054,8,237.46,2,3,5
5042105,26,996.92,3,3,6
5042134,1,30,1,2,3
5042221,1,12.99,1,1,2
5042236,4,155.8,2,3,5
5042247,1,76.5,1,3,4
5042298,2,52.75,2,3,5
5042396,1,20,1,1,2
5042410,1,9.99,1,1,2
5042421,1,13.99,1,1,2
5042672,1,25,1,2,3
5042674,1,172.5,1,3,4
5042737,1,22.5,1,1,2
5042773,1,6.99,1,1,2
5042836,1,23,1,1,2
5042842,4,156.74,2,3,5
5042899,1,17,1,1,2
5042953,1,16.49,1,1,2
5043037,1,40,1,2,3
5043137,1,17.5,1,1,2
5043160,1,26,1,2,3
5043179,1,67.5,1,3,4
5043190,1,9.79,1,1,2
5043196,3,38.97,2,2,4
5043228,1,24.99,1,1,2
5043339,2,90,2,3,5
5043359,1,17.5,1,1,2
5043369,1,32,1,2,3
5043403,2,114.5,2,3,5
5043409,1,7.13,1,1,2
5043437,3,84,2,3,5
5043440,3,82.99,2,3,5
5043523,2,23.98,2,1,3
5043527,1,10.99,1,1,2
5043562,1,14.49,1,1,2
5043658,1,47.5,1,2,3
5043680,1,242.5,1,3,4
5043690,1,24.99,1,2,3
5043709,1,29.99,1,2,3
5043714,1,85,1,3,4
5043909,1,10.99,1,1,2
5043940,1,275,1,3,4
5043946,13,378.96,3,3,6
